date,country,network,market_volume
2021-04-26,WW,AdMob,9201784.0
2021-04-27,WW,AdMob,8848714.0
2021-04-28,WW,AdMob,8941552.0
2021-04-29,WW,AdMob,9139248.0
2021-04-30,WW,AdMob,9950772.0
2021-05-01,WW,AdMob,9176692.0
2021-05-02,WW,AdMob,8704880.0
2021-05-03,WW,AdMob,8862338.0
2021-05-04,WW,AdMob,8556100.0
2021-05-05,WW,AdMob,8393000.0
2021-05-06,WW,AdMob,8171212.0
2021-05-07,WW,AdMob,8110901.0
2021-05-08,WW,AdMob,8805707.0
2021-05-09,WW,AdMob,8782167.0
2021-05-10,WW,AdMob,7455560.0
2021-05-11,WW,AdMob,7268602.0
2021-05-12,WW,AdMob,7776125.0
2021-05-13,WW,AdMob,7880036.0
2021-05-14,WW,AdMob,8315987.0
2021-05-15,WW,AdMob,9483226.0
2021-05-16,WW,AdMob,8611152.0
2021-05-17,WW,AdMob,7620641.0
2021-05-18,WW,AdMob,7128772.0
2021-05-19,WW,AdMob,4769807.0
2021-05-20,WW,AdMob,4892749.0
2021-05-21,WW,AdMob,5123504.0
2021-05-22,WW,AdMob,5754145.0
2021-05-23,WW,AdMob,6041428.0
2021-05-24,WW,AdMob,5114519.0
2021-05-25,WW,AdMob,4824163.0
2021-05-26,WW,AdMob,4871241.0
2021-05-27,WW,AdMob,4944848.0
2021-05-28,WW,AdMob,5337046.0
2021-05-29,WW,AdMob,6093740.0
2021-05-30,WW,AdMob,6194061.0
2021-05-31,WW,AdMob,6126431.0
2021-06-01,WW,AdMob,5302491.0
2021-06-02,WW,AdMob,5346904.0
2021-06-03,WW,AdMob,5290224.0
2021-06-04,WW,AdMob,3919543.0
2021-06-05,WW,AdMob,4534480.0
2021-06-06,WW,AdMob,4554834.0
2021-06-07,WW,AdMob,2796846.0
2021-06-08,WW,AdMob,3503523.0
2021-06-09,WW,AdMob,3299473.0
2021-06-10,WW,AdMob,3532514.0
2021-06-11,WW,AdMob,4965122.0
2021-06-12,WW,AdMob,5560587.0
2021-06-13,WW,AdMob,4340847.0
2021-06-14,WW,AdMob,3713365.0
2021-06-15,WW,AdMob,3497396.0
2021-06-16,WW,AdMob,3491606.0
2021-06-17,WW,AdMob,4693667.0
2021-06-18,WW,AdMob,5082911.0
2021-06-19,WW,AdMob,5440439.0
2021-06-20,WW,AdMob,5614683.0
2021-06-21,WW,AdMob,4713140.0
2021-06-22,WW,AdMob,4506154.0
2021-06-23,WW,AdMob,4592662.0
2021-06-24,WW,AdMob,4613923.0
2021-06-25,WW,AdMob,5387714.0
2021-06-26,WW,AdMob,7196896.0
2021-06-27,WW,AdMob,7861131.0
2021-06-28,WW,AdMob,7104291.0
2021-06-29,WW,AdMob,7425594.0
2021-06-30,WW,AdMob,8006840.0
2021-07-01,WW,AdMob,6985204.0
2021-07-02,WW,AdMob,6737795.0
2021-07-03,WW,AdMob,7038889.0
2021-07-04,WW,AdMob,6486904.0
2021-07-05,WW,AdMob,5513214.0
2021-07-06,WW,AdMob,5282466.0
2021-07-07,WW,AdMob,5093269.0
2021-07-08,WW,AdMob,4830570.0
2021-07-09,WW,AdMob,4873534.0
2021-07-10,WW,AdMob,5587011.0
2021-07-11,WW,AdMob,5688060.0
2021-07-12,WW,AdMob,5078415.0
2021-07-13,WW,AdMob,4533025.0
2021-07-14,WW,AdMob,4487855.0
2021-07-15,WW,AdMob,4184374.0
2021-07-16,WW,AdMob,4914454.0
2021-07-17,WW,AdMob,5357470.0
2021-07-18,WW,AdMob,4942851.0
2021-07-19,WW,AdMob,4458354.0
2021-07-20,WW,AdMob,4488095.0
2021-07-21,WW,AdMob,4081796.0
2021-07-22,WW,AdMob,4139431.0
2021-07-23,WW,AdMob,4199871.0
2021-07-24,WW,AdMob,4461793.0
2021-07-25,WW,AdMob,7792916.0
2021-07-26,WW,AdMob,6897605.0
2021-07-27,WW,AdMob,4295885.0
2021-07-28,WW,AdMob,4034417.0
2021-07-29,WW,AdMob,6543712.0
2021-07-30,WW,AdMob,6454812.0
2021-07-31,WW,AdMob,4720317.0
2021-08-01,WW,AdMob,9033337.0
2021-08-02,WW,AdMob,5183961.0
2021-08-03,WW,AdMob,4975002.0
2021-08-04,WW,AdMob,4822118.0
2021-08-05,WW,AdMob,7816486.0
2021-08-06,WW,AdMob,8262820.0
2021-08-07,WW,AdMob,8504899.0
2021-08-08,WW,AdMob,9254778.0
2021-08-09,WW,AdMob,7124990.0
2021-08-10,WW,AdMob,6875673.0
2021-08-11,WW,AdMob,7056237.0
2021-08-12,WW,AdMob,7114906.0
2021-08-13,WW,AdMob,7454426.0
2021-08-14,WW,AdMob,8356713.0
2021-08-15,WW,AdMob,8549849.0
2021-08-16,WW,AdMob,6977379.0
2021-08-17,WW,AdMob,7189565.0
2021-08-18,WW,AdMob,6668293.0
2021-08-19,WW,AdMob,6742172.0
2021-08-20,WW,AdMob,22805655.0
2021-08-21,WW,AdMob,8225553.0
2021-08-22,WW,AdMob,8894282.0
2021-08-23,WW,AdMob,7317542.0
2021-08-24,WW,AdMob,6869540.0
2021-08-25,WW,AdMob,6895348.0
2021-08-26,WW,AdMob,6951413.0
2021-08-27,WW,AdMob,7550188.0
2021-08-28,WW,AdMob,7370026.0
2021-08-29,WW,AdMob,7799278.0
2021-08-30,WW,AdMob,6359177.0
2021-08-31,WW,AdMob,6031949.0
2021-09-01,WW,AdMob,5944625.0
2021-09-02,WW,AdMob,5997014.0
2021-09-03,WW,AdMob,6308748.0
2021-09-04,WW,AdMob,26639451.0
2021-09-05,WW,AdMob,29568428.0
2021-09-06,WW,AdMob,23846598.0
2021-09-07,WW,AdMob,6162287.0
2021-09-08,WW,AdMob,6144718.0
2021-09-09,WW,AdMob,6136513.0
2021-09-10,WW,AdMob,6472451.0
2021-09-11,WW,AdMob,27743394.0
2021-09-12,WW,AdMob,7644329.0
2021-09-13,WW,AdMob,5411681.0
2021-09-14,WW,AdMob,5239156.0
2021-09-15,WW,AdMob,21147552.0
2021-09-16,WW,AdMob,5556348.0
2021-09-17,WW,AdMob,23512925.0
2021-09-18,WW,AdMob,30374379.0
2021-09-19,WW,AdMob,7418107.0
2021-09-20,WW,AdMob,5046940.0
2021-09-21,WW,AdMob,19010045.0
2021-09-22,WW,AdMob,19178097.0
2021-09-23,WW,AdMob,19565359.0
2021-09-24,WW,AdMob,21331563.0
2021-09-25,WW,AdMob,26053354.0
2021-09-26,WW,AdMob,28866117.0
2021-09-27,WW,AdMob,21319752.0
2021-09-28,WW,AdMob,39948226.0
2021-09-29,WW,AdMob,42339034.0
2021-09-30,WW,AdMob,23651625.0
2021-10-01,WW,AdMob,25746710.0
2021-10-02,WW,AdMob,6636761.0
2021-10-03,WW,AdMob,28553446.0
2021-10-04,WW,AdMob,5994617.0
2021-10-05,WW,AdMob,22316363.0
2021-10-06,WW,AdMob,22246887.0
2021-10-07,WW,AdMob,22941721.0
2021-10-08,WW,AdMob,26045371.0
2021-10-09,WW,AdMob,14132186.0
2021-10-10,WW,AdMob,28968366.0
2021-10-11,WW,AdMob,31980304.0
2021-10-12,WW,AdMob,29833257.0
2021-10-13,WW,AdMob,29800485.0
2021-10-14,WW,AdMob,5032580.0
2021-10-15,WW,AdMob,4600469.0
2021-10-16,WW,AdMob,7267131.0
2021-10-17,WW,AdMob,7635324.0
2021-10-18,WW,AdMob,6246861.0
2021-10-19,WW,AdMob,5690165.0
2021-10-20,WW,AdMob,5758117.0
2021-10-21,WW,AdMob,6220702.0
2021-10-22,WW,AdMob,6221370.0
2021-10-23,WW,AdMob,7776789.0
2021-10-24,WW,AdMob,7593541.0
